# Pokemon Insurgence Item IDs (generated by generate_data_from_game.py)
# ID | Name
249 | Power Lens
251 | Power Band
253 | Power Anklet
255 | Lax Incense
257 | Full Incense
259 | Luck Incense
261 | Pure Incense
263 | Sea Incense
265 | Wave Incense
267 | Rose Incense
269 | Odd Incense
271 | Rock Incense
273 | Charcoal
275 | Mystic Water
277 | Magnet
279 | Miracle Seed
281 | Never-Melt Ice
283 | Black Belt
285 | Poison Barb
287 | Soft Sand
289 | Sharp Beak
291 | Twisted Spoon
293 | Silver Powder
295 | Hard Stone
297 | Spell Tag
299 | Dragon Fang
301 | Black Glasses
303 | Metal Coat
305 | Silk Scarf
307 | Flame Plate
309 | Splash Plate
311 | Zap Plate
313 | Meadow Plate
315 | Icicle Plate
317 | Fist Plate
319 | Toxic Plate
321 | Earth Plate
323 | Sky Plate
325 | Mind Plate
327 | Insect Plate
329 | Stone Plate
331 | Spooky Plate
333 | Draco Plate
335 | Dread Plate
337 | Iron Plate
339 | Fire Gem
341 | Water Gem
343 | Electric Gem
345 | Grass Gem
347 | Ice Gem
349 | Fighting Gem
351 | Poison Gem
353 | Ground Gem
355 | Flying Gem
357 | Psychic Gem
359 | Bug Gem
361 | Rock Gem
363 | Ghost Gem
365 | Dragon Gem
367 | Dark Gem
369 | Steel Gem
371 | Normal Gem
373 | Light Ball
375 | Lucky Punch
377 | Metal Powder
379 | Quick Powder
381 | Thick Club
383 | Stick
385 | Soul Dew
387 | Deep Sea Tooth
389 | Deep Sea Scale
391 | Adamant Orb
393 | Lustrous Orb
395 | Griseous Orb
397 | Douse Drive
399 | Shock Drive
401 | Burn Drive
403 | Chill Drive
405 | Everstone
407 | Dragon Scale
409 | Up-Grade
411 | Dubious Disc
413 | Protector
415 | Electirizer
417 | Magmarizer
419 | Reaper Cloth
421 | Prism Scale
423 | Oval Stone
425 | Red Scarf
427 | Blue Scarf
429 | Pink Scarf
431 | Green Scarf
433 | Yellow Scarf
435 | Potion
437 | Super Potion
439 | Hyper Potion
441 | Max Potion
443 | Full Restore
445 | Sacred Ash
447 | Awakening
449 | Antidote
451 | Burn Heal
453 | Paralyze Heal
455 | Ice Heal
457 | Full Heal
459 | Lava Cookie
461 | Old Gateau
463 | Casteliacone
465 | Revive
467 | Max Revive
469 | Berry Juice
471 | Rage Candy Bar
473 | Sweet Heart
475 | Fresh Water
477 | Soda Pop
479 | Lemonade
481 | Moomoo Milk
483 | Energy Powder
485 | Energy Root
487 | Heal Powder
489 | Revival Herb
491 | Ether
493 | Max Ether
495 | Elixir
497 | Max Elixir
499 | PP Up
501 | PP Max
503 | HP Up
505 | Protein
507 | Iron
509 | Calcium
511 | Zinc
513 | Carbos
515 | Health Wing
517 | Muscle Wing
519 | Resist Wing
521 | Genius Wing
523 | Clever Wing
525 | Swift Wing
527 | Rare Candy
529 | Master Ball
531 | Ultra Ball
533 | Great Ball
535 | Poké Ball
537 | Safari Ball
539 | Sport Ball
541 | Net Ball
543 | Dive Ball
545 | Nest Ball
547 | Repeat Ball
549 | Timer Ball
551 | Luxury Ball
553 | Premier Ball
555 | Dusk Ball
557 | Heal Ball
559 | Quick Ball
561 | Cherish Ball
563 | Fast Ball
565 | Level Ball
567 | Lure Ball
569 | Heavy Ball
571 | Love Ball
573 | Friend Ball
575 | Moon Ball
577 | TM01
579 | TM02
581 | TM03
583 | TM04
585 | TM05
587 | TM06
589 | TM07
591 | TM08
593 | TM09
595 | TM10
597 | TM11
599 | TM12
601 | TM13
603 | TM14
605 | TM15
607 | TM16
609 | TM17
611 | TM18
613 | TM19
615 | TM20
617 | TM21
619 | TM22
621 | TM23
623 | TM24
625 | TM25
627 | TM26
629 | TM27
631 | TM28
633 | TM29
635 | TM30
637 | TM31
639 | TM32
641 | TM33
643 | TM34
645 | TM35
647 | TM36
649 | TM37
651 | TM38
653 | TM39
655 | TM40
657 | TM41
659 | TM42
661 | TM43
663 | TM44
665 | TM45
667 | TM46
669 | TM47
671 | TM48
673 | TM49
675 | TM50
677 | TM51
679 | TM52
681 | TM53
683 | TM54
685 | TM55
687 | TM56
689 | TM57
691 | TM58
693 | TM59
695 | TM60
697 | TM61
699 | TM62
701 | TM63
703 | TM64
705 | TM65
707 | TM66
709 | TM67
711 | TM68
713 | TM69
715 | TM70
717 | TM71
719 | TM72
721 | TM73
723 | TM74
725 | TM75
727 | TM76
729 | TM77
731 | TM78
733 | TM79
735 | TM80
737 | TM81
739 | TM82
741 | TM83
743 | TM84
745 | TM85
747 | TM86
749 | TM87
751 | TM88
753 | TM89
755 | TM90
757 | TM91
759 | TM92
761 | TM93
763 | TM94
765 | TM95
767 | HM01
769 | HM02
771 | HM03
773 | HM04
775 | HM05
777 | HM06
779 | Cheri Berry
781 | Chesto Berry
783 | Pecha Berry
785 | Rawst Berry
787 | Aspear Berry
789 | Leppa Berry
791 | Oran Berry
793 | Persim Berry
795 | Lum Berry
797 | Sitrus Berry
799 | Figy Berry
801 | Wiki Berry
803 | Mago Berry
805 | Aguav Berry
807 | Iapapa Berry
809 | Razz Berry
811 | Bluk Berry
813 | Nanab Berry
815 | Wepear Berry
817 | Pinap Berry
819 | Pomeg Berry
821 | Kelpsy Berry
823 | Qualot Berry
825 | Hondew Berry
827 | Grepa Berry
829 | Tamato Berry
831 | Cornn Berry
833 | Magost Berry
835 | Rabuta Berry
837 | Nomel Berry
839 | Spelon Berry
841 | Pamtre Berry
843 | Watmel Berry
845 | Durin Berry
847 | Belue Berry
849 | Occa Berry
851 | Passho Berry
853 | Wacan Berry
855 | Rindo Berry
857 | Yache Berry
859 | Chople Berry
861 | Kebia Berry
863 | Shuca Berry
865 | Coba Berry
867 | Payapa Berry
869 | Tanga Berry
871 | Charti Berry
873 | Kasib Berry
875 | Haban Berry
877 | Colbur Berry
879 | Babiri Berry
881 | Chilan Berry
883 | Liechi Berry
885 | Ganlon Berry
887 | Salac Berry
889 | Petaya Berry
891 | Apicot Berry
893 | Lansat Berry
895 | Starf Berry
897 | Enigma Berry
899 | Micle Berry
901 | Custap Berry
903 | Jaboca Berry
905 | Rowap Berry
907 | Grass Mail
909 | Flame Mail
911 | Bubble Mail
913 | Bloom Mail
915 | Tunnel Mail
917 | Steel Mail
919 | Heart Mail
921 | Snow Mail
923 | Space Mail
925 | Air Mail
927 | Mosaic Mail
929 | Brick Mail
931 | X Attack
933 | X Attack 2
935 | X Attack 3
937 | X Attack 6
939 | X Defend
941 | X Defend 2
943 | X Defend 3
945 | X Defend 6
947 | X Special
949 | X Special 2
951 | X Special 3
953 | X Special 6
955 | X Sp. Def
957 | X Sp. Def 2
959 | X Sp. Def 3
961 | X Sp. Def 6
963 | X Speed
965 | X Speed 2
967 | X Speed 3
969 | X Speed 6
971 | X Accuracy
973 | X Accuracy 2
975 | X Accuracy 3
977 | X Accuracy 6
979 | Dire Hit
981 | Dire Hit 2
983 | Dire Hit 3
985 | Guard Spec.
987 | Reset Urge
989 | Ability Urge
991 | Item Urge
993 | Item Drop
995 | Blue Flute
997 | Yellow Flute
999 | Red Flute
1001 | Poké Doll
1003 | Fluffy Tail
1005 | Poké Toy
1007 | Bicycle
1009 | Old Rod
1011 | Good Rod
1013 | Super Rod
1015 | Itemfinder
1017 | Dowsing MCHN
1019 | Poké Radar
1021 | Town Map
1023 | Poké Flute
1025 | Coin Case
1027 | Soot Sack
1029 | Silph Scope
1031 | Devon Scope
1033 | Squirtbottle
1035 | Sprayduck
1037 | Wailmer Pail
1039 | Gracidea
1041 | Aurora Ticket
1043 | Old Sea Map
1045 | DNA Splicers
1047 | Reveal Glass
1049 | Oval Charm
1051 | Shiny Charm
1053 | Omega Photograph
1055 | Continent Rope
1057 | Ocean Quay
1059 | Wilson's Autograph
1061 | Hacker Photograph
1063 | Burnt Photograph
1065 | VIP License
1067 | Basement Key
1069 | Neurometer
1071 | Hacker Ticket
1073 | Hacker Ticket
1075 | Hacker Ticket 2
1077 | Hacker Engine
1079 | IV Stone
1083 | TM??
1085 | TM97
1087 | TM98
1089 | TM99
1091 | TM100
1093 | TM102
1095 | TM103
1097 | TM104
1099 | TM105
1101 | TM106
1103 | TM??
1105 | Nuzlocke Ball
1107 | Hacker Template
1109 | Mewtwo Armor
1111 | Joy Scent
1113 | Excite Scent
1115 | Vivid Scent
1117 | Time Flute
1119 | Saddle
1121 | TM96
1123 | Fire Seal
1125 | Heart Seal
1127 | Ele-Seal
1129 | Question Seal
1131 | Star Seal
1133 | Ancient Tome
1135 | Dolly
1137 | Machete
1139 | Instant Lapras
1141 | Magic Carpet
1143 | Pickaxe
1145 | Scuba Gear
1147 | Hiking Boots
1149 | Medical License
1151 | Piece of Paper
1153 | Cinnabar Ticket
1155 | Rocket Boots
1157 | Flashlight
1159 | TM107
1161 | TM108
1163 | TM109
1165 | TM110
1167 | TM111
1169 | TM112
1171 | TM113
1173 | TM114
1175 | TM115
1177 | TM116
1179 | TM117
1181 | TM118
1183 | TM119
1185 | TM120
1189 | TM121
1311 | TM122
1191 | TM123
1193 | TM124
1195 | Blackticket
1197 | Millenium Engine
1199 | Piece of Paper
1201 | Dinoticket
1203 | Music Ticket
1205 | License Template
1207 | Dream Mist
1209 | YOU HACKED!
1211 | Go-Goggles
1213 | HMXX
1215 | TM125
1217 | Weatherstone
1219 | AB: Protect
1221 | AB: Sleep Powder
1223 | AB: Thunder Wave
1225 | AB: Toxic
1227 | AB: Confuse Ray
1229 | AB: Medusa Ray
1231 | AB: False Swipe
1233 | RB: V-Create
1235 | RB: Doom Desire
1237 | RB: Seed Flare
1239 | RB: Mist Ball
1241 | RB: Luster Purge
1243 | RB: Roar of Time
1245 | RB: Spacial Rend
1247 | RB: Sacred Sword
1249 | RB: Dark Void
1251 | Scizorite
1253 | Garchompite
1255 | Mawilite
1257 | Aerodactylite
1259 | Lucarionite
1261 | Absolite
1263 | Blastoisinite
1265 | Charizardite X
1267 | Venusaurite
1269 | Blazikenite
1271 | Mewtwonite Y
1273 | Charizardite Y
1275 | Mewtwonite X
1277 | Gengarite
1279 | Gardevoirite
1281 | Pinsirite
1283 | Heracronite
1285 | Alakazite
1287 | Banettite
1289 | Ampharosite
1291 | Tyranitarite
1293 | Steelixite (Steel)
1295 | Cacturnite
1297 | Dugtrinite
1299 | Reuniclite
1301 | Sceptilite
1303 | Swampertite
1305 | Bisharpite
1307 | Old Golurkite
1309 | Aggronite
1187 | TM126
1313 | Time Caller
1315 | TM127
1317 | Golurkite
1319 | TM128
1321 | Abomasite
1323 | Azure Flute
1325 | Tower Photograph
1327 | Ability Capsule
1329 | Typhlosionite
1331 | Feraligatite
1333 | Meganiumite
1335 | Gyaradosite
1337 | Houndoominite
1339 | Manectite
1341 | Medichamite
1343 | Kangaskhanite
1345 | Crest of Aroma
1347 | Stargate
1349 | Helixite
1351 | Crawdite
1353 | EXP Share 2
1355 | Weakness Policy
1357 | Skeleton Key
1359 | Tower Photograph
1361 | Latiosite
1363 | Latiasite
1365 | Rainbow Wing
1367 | Silver Wing
1369 | Milotite
1371 | null
1373 | Nuzlocke Badge
1375 | Assault Vest
1377 | Sachet
1379 | Whipped Dream
1381 | Blue Pack
1383 | Magenta Pack
1385 | Orange Pack
1387 | Red Pack
1389 | Yellow Pack
1391 | Black Pack
1393 | Headband
1395 | Miner's Helmet
1397 | Police Hat
1399 | Fedora
1401 | Poop Hat
1403 | Clown Hat
1405 | The Cat's Hat
1407 | Straw Hat
1409 | Beret
1411 | Beanie
1413 | Youngster Cap
1415 | Quartz Flute
1417 | Eevite
1419 | Marowite
1421 | Flygonite
1423 | Shiftrite
1425 | Donphanite
1427 | Sablenite
1429 | Altarianite
1431 | Salamencite
1433 | Metagrossite
1435 | Lopunnite
1437 | Audinite
1439 | D. Charizardite
1441 | D. Venusaurite
1443 | D. Blastoisinite
1445 | Slowbronite
1447 | Pixie Plate
1449 | Jumpsuit
1451 | Purple Pack
1453 | Jumppants
1455 | Jumpshoes
1457 | Etigirafarigite
1459 | Sunflorite
1461 | Null Item
1463 | Red Shirt
1465 | Blue Shirt
1467 | Green Shirt
1469 | Purple Shirt
1471 | Black Shirt
1473 | Orange Shirt
1475 | Pink Shirt
1477 | Yellow Shirt
1479 | Diancite
1481 | Crobatite
1483 | Groudonite
1485 | Kyogrite O
1487 | Zoronite
1489 | D. Bisharpite
1491 | Stunfiskite
1493 | Florgite
1495 | Zebstrikite
1497 | D. Gardevoirite
1499 | Kingdrite
1501 | Victreebite
1503 | Magmortite
1505 | Zekrom Armor
1507 | Tyranitar Armor
1509 | Leavanny Armor
1511 | Flygon Armor
1513 | Cameruptite
1515 | Sharpedonite
1517 | Pidgeotite
1519 | Beedrillite
1521 | Glalitite
1523 | Steelixite (Fire)
1525 | Galladite
1527 | Rayquazite
1529 | Green Pack
1531 | Safety Goggles
1533 | Jirachite
1535 | Victinite
1539 | East's Will
1541 | No Hat
1543 | Trick Rock
1545 | Dark Rock
1547 | Jaw Fossil
1549 | Sail Fossil
1551 | Tablet
1553 | Blue Orb
1555 | Red Orb
1557 | Purple Hair Dye
1559 | Blue Hair Dye
1561 | Brown Hair Dye
1563 | Black Hair Dye
1565 | Red Hair Dye
1567 | Blond Hair Dye
1569 | Mega Ring
1571 | Mysterious Scroll
1573 | Blue Pants
1575 | Red Pants
1577 | Green Pants
1579 | Gray Pants
1581 | D. Scizorite
1583 | Magcargonite
1585 | Gothitite
1587 | Spiritombite
1589 | Old Photo
1591 | Magic Cookie
1593 | Spicy Curry
1595 | HP Pill
1597 | Attack Pill
1599 | Defense Pill
1601 | Sp. Attack Pill
1603 | Sp. Defense Pill
1605 | Speed Pill
1607 | Miltankite
1609 | VIP Pass
1611 | D. Galladite
1613 | Cat Ears
1615 | Devil Horns
1617 | Silver Crown
1619 | Golden Crown
1621 | Cryogonite
1623 | Hydreigonite
1625 | Crystal Piece
1627 | Parcel
1629 | Family Heirloom
1631 | Prison Bottle
1635 | Snore Ball
1637 | Red Paperclip
1639 | Ancient Ball
1641 | Delta Ball
1643 | Shiny Ball
1645 | Taxi Machine Piece
1647 | D. Sunflorite
1649 | Chatotite
1651 | Haxorite
1653 | Politoedite
1655 | Poliwrathite
1657 | Battle Pass
1659 | D. Volcarona Armor
1661 | D. Milotite
1663 | D. Lucarionite
1665 | D. Etigirafarigite
1667 | D. Lopunnite
1669 | D. Sablenite
1671 | D. Typhlosionite
1673 | Sudowoodite
1675 | D. Glalitite
1677 | Froslassite
1679 | D. Froslassite
1681 | D. Pidgeotite
1683 | D. Cameruptite
1685 | D. Metagrossite (S)
1687 | D. Metagrossite (R)
1689 | Laboratory Key
1691 | Embarrassing Stuff
1693 | Tube Pass
1695 | Old Parchment
1697 | Broken Master Ball
1699 | Alder's Autograph
1701 | Witch's Moss
1703 | Earth Badge
1705 | Sinnoh Visa
1707 | Basement Key
1709 | Book of Leaves
1711 | D. Mawilite
1713 | D. Medichamite
1715 | Master Ball
1717 | Cloud Bottle
1719 | Pikapad
1721 | Nocturne Incense
1723 | Snowball
1725 | Luminous Moss
1727 | Roseli Berry
1729 | Kee Berry
1731 | Maranga Berry
1733 | Zygarde Cube
1735 | Fairy Gem
1737 | TM129
1739 | TM130
1741 | Crystal Fragment
1801 | Alt. Jumpsuit
1803 | Alt. Jumppants
1805 | Lords Suit
1807 | Lords Pants
1809 | Blue Blur Costume
1811 | Green Hair Dye
1813 | Pink Hair Dye
1815 | Cyan Hair Dye
